Title,Price,Manufacturer,Category,Fuel Type,Fiscal Horsepower,Transmission,Mileage,Year,Insertion Date
Mercedes-Benz Classe S S300 KITT AMG,220000,Mercedes,Berline,Hybride diesel,11,Automatique,211077,10.2016,19.02.2024
Peugeot 301,20500,Peugeot,Berline,Essence,5,Manuelle,205000,08.2014,06.02.2024
KIA Rio 5p,70000,KIA,Citadine,Essence,5,Manuelle,60000,05.2022,06.02.2024
Peugeot 3008 Allure,85000,Peugeot,SUV/4x4,Essence,9,Automatique,58000,12.2019,06.02.2024
Opel Insignia 1.6 Turbo,25900,Opel,Berline,Essence,11,Manuelle,260000,05.2013,06.02.2024
BMW Série 4 Gran Coupé Luxury,133000,BMW,Berline,Essence,7,Automatique,73000,05.2019,06.02.2024
Audi A4 TFSI,57000,Audi,Berline,Essence,7,Automatique,235000,12.2014,06.02.2024
Land Rover Discovery Sport,260000,Land Rover,SUV/4x4,Diesel,8,Automatique,80000,08.2020,06.02.2024
Ford Focus Titanuim,44000,Ford,Coupé,Essence,6,Manuelle,86000,07.2016,06.02.2024
Mercedes-Benz Classe C AMG,160000,Mercedes,Berline,Essence,9,Automatique,63000,10.2020,07.02.2024
Chevrolet Aveo Bon état,23000,Chevrolet,Berline,Essence,5,Manuelle,117500,04.2011,07.02.2024
Mazda 2,40000,Mazda,Citadine,Essence,6,Automatique,86000,06.2016,07.02.2024
Hyundai i20,28500,Hyundai,Citadine,Essence,4,Manuelle,205000,04.2013,07.02.2024
Mercedes-Benz Classe C C180 KITT AMG,118000,Mercedes,Berline,Essence,8,Automatique,237273,09.2015,19.02.2024
Land Rover Range Rover Evoque DYNAMIC,155000,Land Rover,SUV/4x4,Diesel,8,Automatique,118018,03.2016,19.02.2024
Volkswagen Golf 8 GTE 1.5,160000,Volkswagen,Compacte,Hybride essence,6,Automatique,29241,09.2021,19.02.2024
Volkswagen Tiguan R-LINE,122000,Volkswagen,SUV/4x4,Essence,8,Automatique,124776,11.2017,19.02.2024
Land Rover Range Rover Evoque R-DYNAMIC,240000,Land Rover,SUV/4x4,Hybride diesel,8,Automatique,61263,07.2020,19.02.2024
KIA Sportage 4X4 GT LINE,150000,KIA,SUV/4x4,Hybride diesel,11,Automatique,53634,07.2019,19.02.2024
Mercedes-Benz Classe C C180 KITT AMG,235000,Mercedes,Berline,Essence,9,Automatique,6331,09.2022,19.02.2024
Volkswagen Golf 7 RESTYLEE IQ DRIVE,89000,Volkswagen,Berline,Essence,6,Manuelle,43280,12.2019,19.02.2024
Volkswagen Golf 7 RESTYLEE IQ DRIVE,93000,Volkswagen,Berline,Essence,9,Manuelle,45187,09.2019,19.02.2024
Volkswagen Golf 7 RESTYLEE IQ DRIVE,80000,Volkswagen,Compacte,Essence,6,Manuelle,28942,07.2019,19.02.2024
Volkswagen Golf 7 RESTYLEE IQ DRIVE,79000,Volkswagen,Compacte,Essence,6,Manuelle,29572,06.2019,19.02.2024
KIA Sportage G-TLINE,140000,KIA,SUV/4x4,Hybride diesel,11,Automatique,65004,08.2019,19.02.2024
Seat Ateca XPERIENCE-TT OPTION,112000,Seat,SUV/4x4,Essence,8,Automatique,52000,05.2021,21.02.2024
Seat Ateca XPERIENCE-PREMIERE MAIN,107000,Seat,Compacte,Essence,8,Automatique,47000,08.2021,21.02.2024
Mercedes-Benz Classe A,73000,Mercedes,Citadine,Essence,7,Automatique,113000,10.2015,21.02.2024
Skoda Karoq Xcellance,89900,Skoda,SUV/4x4,Essence,7,Automatique,91000,01.2019,21.02.2024
BMW Série 3,69900,BMW,Berline,Essence,7,Automatique,174000,05.2015,21.02.2024
Ford Fiesta,25700,Ford,Citadine,Essence,5,Manuelle,205000,12.2010,21.02.2024
Mazda 2,35000,Mazda,Citadine,Essence,6,Automatique,200000,08.2015,21.02.2024
KIA Picanto,34000,KIA,Compacte,Essence,5,Automatique,109652,12.2011,21.02.2024
Ford Focus,40000,Ford,Autres,Essence,6,Manuelle,161000,08.2016,21.02.2024
BMW X1 S Drive,51000,BMW,SUV/4x4,Diesel,7,Automatique,230000,05.2011,25.02.2024
Mercedes-Benz Classe A A200 essence amg,145000,Mercedes,Compacte,Essence,8,Automatique,42000,01.2019,25.02.2024
Land Rover Range Rover Sport 3.0 V6 24CV HSE dynamique,215000,Land Rover,SUV/4x4,Essence,24,Automatique,130000,01.2016,25.02.2024
BMW Série 3 coupé Blanc,48000,BMW,Coupé,Essence,7,Manuelle,144000,12.2009,25.02.2024
Mahindra KUV 100 Gris metalise,35000,Mahindra,Citadine,Essence,5,Manuelle,20600,02.2019,25.02.2024
Chery Tiggo 8 Pro,90000,Chery,SUV/4x4,Essence,11,Automatique,70000,11.2021,25.02.2024
Opel Grandland 2020,80000,Opel,SUV/4x4,Essence,7,Manuelle,47000,09.2020,25.02.2024
Audi A4,57000,Audi,Berline,Essence,7,Manuelle,36000,01.2013,25.02.2024
Dacia Duster ECO,52400,Dacia,SUV/4x4,Essence,7,Manuelle,117000,06.2017,25.02.2024
Mercedes-Benz CLA,100000,Mercedes,Berline,Essence,7,Automatique,120000,07.2019,25.02.2024
Ford Ecosport Titanium BVA+,68000,Ford,SUV/4x4,Essence,7,Automatique,83000,12.2018,25.02.2024
Suzuki Celerio,33000,Suzuki,Compacte,Essence,4,Manuelle,74000,05.2020,25.02.2024
MG ZS,68000,MG,SUV/4x4,Essence,7,Automatique,97000,01.2021,25.02.2024
Mercedes-Benz Classe A AMG,130000,Mercedes,Berline,Essence,9,Automatique,99000,01.2019,25.02.2024
Mercedes-Benz Classe C,112000,Mercedes,Berline,Essence,9,Automatique,130000,10.2017,25.02.2024
Jeep Renegade,70000,Jeep,SUV/4x4,Essence,8,Automatique,120000,04.2018,25.02.2024
Mercedes-Benz Classe E,145000,Mercedes,Berline,Essence,9,Automatique,95000,11.2017,25.02.2024
Volkswagen Golf 7,65000,Volkswagen,Citadine,Essence,6,Automatique,100000,12.2019,25.02.2024
BMW Série 3,78000,BMW,Berline,Essence,7,Automatique,130000,03.2018,25.02.2024
BMW X1,144000,BMW,Citadine,Essence,8,Automatique,20000,09.2018,25.02.2024
Seat Toledo,45000,Seat,Berline,Essence,6,Automatique,84000,11.2017,25.02.2024
Volkswagen Golf 7 1.2,57500,Volkswagen,Coupé,Essence,6,Automatique,177000,10.2019,19.02.2024
Great Wall M4 Rouge,41200,Great Wall,Autres,Essence,6,Manuelle,94000,04.2019,19.02.2024
KIA Sportage G-TLINE,123000,KIA,SUV/4x4,Diesel,7,Automatique,62253,02.2020,19.02.2024
Mercedes-Benz Classe C C 180 KITT AMG LINE,230000,Mercedes,Berline,Hybride essence,9,Automatique,14150,05.2022,19.02.2024
Porsche Macan,235000,Porsche,SUV/4x4,Essence,15,Automatique,44816,06.2017,19.02.2024
Volkswagen Golf 7 R400 RESTYLEE,160000,Volkswagen,Citadine,Essence,20,Automatique,94800,08.2018,19.02.2024
Chevrolet Camaro RS COUPE,155000,Chevrolet,Coupé,Essence,21,Automatique,40146,07.2014,19.02.2024
Audi A3 Berline,69000,Audi,Berline,Essence,6,Automatique,125000,01.2016,11.02.2024
Volkswagen Jetta 1.4 tsi,45000,Volkswagen,Berline,Essence,7,Manuelle,170000,04.2015,11.02.2024
BMW Série 4 Gran Coupé Pack M,135000,BMW,Coupé,Essence,8,Automatique,69000,12.2019,11.02.2024
Mercedes-Benz Classe C C220 CDI,29500,Mercedes,Berline,Diesel,7,Manuelle,282000,12.2002,11.02.2024
Lada Niva Classic,39000,Lada,SUV/4x4,Essence,7,Manuelle,25600,08.2018,29.01.2024
Jaguar XJ L,205000,Jaguar,Berline,Essence,16,Automatique,34000,02.2017,29.01.2024
KIA Rio 5p Gt line,67000,KIA,Compacte,Essence,5,Manuelle,55000,06.2021,29.01.2024
Audi A4,47000,Audi,Berline,Essence,7,Manuelle,128000,08.2013,29.01.2024
Volkswagen Polo Prestige,62000,Volkswagen,Citadine,Essence,4,Manuelle,48500,04.2020,29.01.2024
Suzuki Celerio,27000,Suzuki,Berline,Essence,4,Manuelle,138000,05.2017,29.01.2024
Chery Tiggo 2 Super,42000,Chery,SUV/4x4,Essence,6,Manuelle,50000,01.2020,29.01.2024
Citroën C3 PureTech,42000,Citroën,Citadine,Essence,4,Manuelle,97000,05.2017,30.01.2024
Citroën C4 Cactus Métallisée,45500,Citroën,Citadine,Essence,5,Manuelle,89000,03.2017,30.01.2024
Hyundai Grand i10 Sedan Élégante,48400,Hyundai,Berline,Essence,5,Manuelle,17000,01.2022,30.01.2024
Nissan Qashqai Full options 1ere main,75000,Nissan,Compacte,Essence,6,Manuelle,58100,09.2015,30.01.2024
Chery Tiggo 2 full options,47000,Chery,SUV/4x4,Essence,6,Manuelle,71000,10.2019,30.01.2024
Mercedes-Benz Classe E coupé Amg,62000,Mercedes,Coupé,Essence,11,Automatique,240000,12.2011,24.02.2024
BMW Série 4 Gran Coupé M,120000,BMW,Berline,Essence,7,Automatique,100000,01.2017,24.02.2024
Porsche Panamera,230000,Porsche,Berline,Essence,30,Automatique,126000,12.2009,24.02.2024
Renault Kadjar 1.2 TCE INTENS,70800,Renault,SUV/4x4,Essence,7,Manuelle,35500,10.2016,25.02.2024
Suzuki Swift,33000,Suzuki,Citadine,Essence,5,Manuelle,130000,03.2018,25.02.2024
BMW Série 1,47000,BMW,Compacte,Essence,6,Manuelle,183000,08.2012,25.02.2024
Seat Leon FR,112000,Seat,Compacte,Essence,8,Automatique,5000,06.2022,25.02.2024
Porsche Cayenne DIESEL,100000,Porsche,SUV/4x4,Diesel,16,Automatique,107000,06.2009,25.02.2024
Mercedes-Benz GLA,115000,Mercedes,SUV/4x4,Essence,7,Automatique,69000,01.2019,25.02.2024
Audi A3,71000,Audi,Compacte,Essence,6,Manuelle,98000,10.2017,25.02.2024
Mercedes-Benz Classe C AMG FULL OPTION,140000,Mercedes,Berline,Diesel,7,Automatique,100000,01.2019,25.02.2024
Peugeot 308 TT OPTIONS TU 241,53000,Peugeot,Citadine,Essence,5,Manuelle,90000,01.2020,25.02.2024
Renault Megane TT OPTIONS TU 241,58000,Renault,Citadine,Diesel,6,Manuelle,140000,01.2020,25.02.2024
Nissan Juke Tekna,47000,Nissan,Autres,Essence,7,Automatique,128000,07.2014,25.02.2024
Volkswagen Golf 8,88000,Volkswagen,Berline,Essence,5,Manuelle,41500,01.2021,25.02.2024
KIA Rio 5p,65000,KIA,Coupé,Essence,5,Manuelle,95000,08.2021,24.02.2024
Toyota Hilux,50000,Toyota,Utilitaire,Diesel,10,Manuelle,349000,04.2008,24.02.2024
Peugeot 307 HDI,18500,Peugeot,Citadine,Diesel,5,Manuelle,430000,05.2005,24.02.2024
Peugeot 208 1193,36500,Peugeot,Citadine,Essence,4,Manuelle,50000,06.2020,24.02.2024
Suzuki Swift Bva,49500,Suzuki,Citadine,Essence,5,Automatique,18800,08.2019,24.02.2024
Toyota C-HR BVA,98000,Toyota,SUV/4x4,Essence,6,Automatique,16000,01.2022,24.02.2024
Porsche Panamera 4s,180000,Porsche,Berline,Essence,30,Automatique,80000,02.2011,28.01.2024
Toyota RAV 4 HYBRID,150000,Toyota,SUV/4x4,Hybride essence,9,Automatique,22000,09.2022,29.01.2024
Smart ForTwo,22000,Smart,Citadine,Essence,4,Automatique,121000,08.2010,29.01.2024
Chevrolet Aveo LS,23000,Chevrolet,Berline,Essence,5,Manuelle,200000,07.2013,29.01.2024
KIA Sportage GT- Line 4x4,108000,KIA,SUV/4x4,Essence,11,Automatique,105000,07.2020,29.01.2024
Volvo V40,60000,Volvo,Citadine,Essence,10,Automatique,97000,02.2015,29.01.2024
Mercedes-Benz Classe C avantgarde,90000,Mercedes,Berline,Essence,9,Automatique,209000,09.2010,29.01.2024
Peugeot 208 Style,90000,Peugeot,Citadine,Essence,5,Manuelle,90000,09.2014,29.01.2024
BMW X3 X drive,38000,BMW,SUV/4x4,Diesel,11,Automatique,260000,11.2007,29.01.2024
Renault Kadjar,70000,Renault,SUV/4x4,Essence,7,Manuelle,67000,05.2018,29.01.2024
Hyundai Tucson Top Grade,143000,Hyundai,SUV/4x4,Hybride diesel,7,Automatique,79000,06.2021,29.01.2024
Mercedes-Benz Classe C W205 kit AMG,113000,Mercedes,Berline,Essence,8,Automatique,147000,01.2015,29.01.2024
Volkswagen Golf 7,43000,Volkswagen,Compacte,Essence,5,Manuelle,145600,11.2013,24.02.2024
Mitsubishi Mirage,35000,Mitsubishi,Citadine,Essence,4,Manuelle,38000,04.2019,24.02.2024
Volkswagen Tiguan,132000,Volkswagen,SUV/4x4,Diesel,8,Manuelle,99000,07.2020,24.02.2024
Ford Fiesta,18800,Ford,Citadine,Essence,5,Manuelle,236000,07.2005,24.02.2024
BMW Série 5 Luxury,85000,BMW,Berline,Essence,9,Automatique,128000,07.2014,24.02.2024
Skoda Octavia Tout option,128000,Skoda,Berline,Essence,8,Automatique,15000,03.2023,24.02.2024
Mercedes-Benz Classe A Sport,55000,Mercedes,Compacte,Essence,7,Manuelle,189000,09.2014,24.02.2024
BMW Série 1,62000,BMW,Citadine,Essence,6,Manuelle,95000,08.2017,24.02.2024
BMW Série 3,72500,BMW,Berline,Essence,7,Manuelle,115000,09.2015,24.02.2024
Mercedes-Benz Classe A Urban,75000,Mercedes,Citadine,Essence,6,Automatique,94000,12.2012,24.02.2024
BMW Série 5 KIT M,180000,BMW,Berline,Essence,10,Automatique,66000,12.2017,24.02.2024
Volkswagen Polo Essence,42000,Volkswagen,Citadine,Essence,4,Manuelle,87000,01.2020,24.02.2024
Jaguar XF 2.0,98000,Jaguar,Berline,Essence,16,Automatique,114000,07.2015,11.02.2024
Haval H6 1.5,64000,Haval,SUV/4x4,Essence,9,Manuelle,100000,10.2017,11.02.2024
Citroën C4 1.4L,32500,Citroën,Coupé,Essence,6,Manuelle,130000,01.2012,11.02.2024
Volkswagen Touran,39500,Volkswagen,Monospace,Diesel,6,Manuelle,321000,12.2010,11.02.2024
Audi A3 Berline Business,78500,Audi,Berline,Essence,6,Manuelle,95000,03.2020,11.02.2024
Haval Jolion Neuve,91000,Haval,Autres,Essence,9,Automatique,27000,01.2022,11.02.2024
Mercedes-Benz Classe E AMG,145000,Mercedes,Berline,Essence,10,Automatique,138000,07.2016,11.02.2024
Volkswagen Golf 7,67000,Volkswagen,Berline,Essence,6,Manuelle,150000,04.2019,11.02.2024
Land Rover Discovery SE,372000,Land Rover,SUV/4x4,Diesel,16,Automatique,3000,12.2018,02.02.2024
KIA Rio 5p,66000,KIA,Berline,Essence,5,Manuelle,2000,07.2023,02.02.2024
Ford Fiesta,30000,Ford,Citadine,Essence,5,Manuelle,293000,11.2014,02.02.2024
Mercedes-Benz Classe C,150000,Mercedes,Berline,Essence,9,Automatique,50000,04.2019,02.02.2024
Mercedes-Benz Classe E AMG,295400,Mercedes,Berline,Essence,9,Automatique,24500,03.2022,02.02.2024
Nissan Navara,50000,Nissan,SUV/4x4,Diesel,8,Manuelle,450000,12.2008,02.02.2024
BMW Série 3,58000,BMW,Citadine,Essence,7,Automatique,220000,04.2014,03.02.2024
Renault Kadjar Intense,65000,Renault,SUV/4x4,Diesel,5,Manuelle,145000,05.2016,03.02.2024
Haval H2 Très bon état,66000,Haval,SUV/4x4,Essence,9,Automatique,65000,11.2017,03.02.2024
Peugeot 508 FO,43000,Peugeot,Berline,Essence,7,Automatique,155000,03.2015,03.02.2024
Dongfeng S50 Joyeer,54000,Dongfeng,Berline,Essence,6,Manuelle,100000,10.2020,31.01.2024
Chery Tiggo 3X CVT LUXURY,81600,Chery,Autres,Essence,6,Automatique,5100,10.2023,01.02.2024
Ford Ka,27000,Ford,Compacte,Essence,4,Manuelle,92000,09.2016,01.02.2024
Hyundai i20,29000,Hyundai,Citadine,Essence,4,Manuelle,195000,07.2014,01.02.2024
Nissan Juke Toute option,38000,Nissan,Autres,Essence,7,Manuelle,130000,11.2012,01.02.2024
Seat Leon TSI STYLE,45000,Seat,Compacte,Essence,6,Manuelle,170000,11.2014,01.02.2024
Ford Ka,26000,Ford,Compacte,Essence,4,Manuelle,86000,04.2015,01.02.2024
Hyundai Coupe Sport,38000,Hyundai,Coupé,Essence,7,Manuelle,127000,11.2003,02.02.2024
Haval H6,95000,Haval,SUV/4x4,Essence,12,Automatique,90000,03.2020,02.02.2024
BAIC YX Kenbo S2,38000,BAIC,SUV/4x4,Essence,7,Manuelle,130000,12.2018,02.02.2024
Skoda Octavia,70000,Skoda,Berline,Essence,8,Automatique,74000,06.2016,02.02.2024
Volkswagen Polo Sedan,40000,Volkswagen,Berline,Essence,5,Manuelle,124000,09.2014,02.02.2024
KIA Picanto,44000,KIA,Citadine,Essence,5,Automatique,90000,06.2019,24.02.2024
Fiat Tipo Berline,40000,Fiat,Berline,Essence,6,Manuelle,120000,05.2018,24.02.2024
Geely GC6,39000,Geely,Berline,Essence,6,Manuelle,130000,05.2020,24.02.2024
Volkswagen Golf 7,60000,Volkswagen,Citadine,Essence,5,Manuelle,85000,08.2016,24.02.2024
Volkswagen Golf 7,75000,Volkswagen,Citadine,Essence,7,Automatique,70000,06.2020,24.02.2024
Seat Leon,49000,Seat,Coupé,Essence,6,Manuelle,140000,08.2017,24.02.2024
BMW Série 3 Luxury,167000,BMW,Berline,Essence,10,Automatique,107000,01.2020,04.02.2024
Mercedes-Benz GLA 200 AMG LINE,187000,Mercedes,SUV/4x4,Essence,9,Automatique,30200,12.2021,04.02.2024
Ford Escape Eco boost,52000,Ford,SUV/4x4,Essence,9,Automatique,123000,09.2014,04.02.2024
Seat Ibiza,30000,Seat,Citadine,Essence,5,Manuelle,180000,02.2011,04.02.2024
Mercedes-Benz Classe B 160,35000,Mercedes,Monospace,Essence,7,Manuelle,210000,10.2010,04.02.2024
Nissan Micra,36000,Nissan,Compacte,Essence,5,Manuelle,70000,04.2021,24.02.2024
Land Rover Range Rover Velar,380000,Land Rover,SUV/4x4,Diesel,15,Automatique,50000,01.2021,24.02.2024
MG ZS,72000,MG,SUV/4x4,Essence,7,Automatique,60000,09.2020,24.02.2024
KIA Picanto,45000,KIA,SUV/4x4,Essence,5,Automatique,70000,08.2019,24.02.2024
BMW Série 3,70000,BMW,Berline,Essence,9,Automatique,163000,09.2013,24.02.2024
Citroën Berlingo Utilitaire,25000,Citroën,Utilitaire,Diesel,5,Manuelle,158000,09.2010,24.02.2024
BMW Série 4 Coupé,120000,BMW,Coupé,Essence,10,Automatique,106000,06.2014,24.02.2024
BMW Série 4 Coupé,130000,BMW,Coupé,Diesel,10,Automatique,120000,06.2015,24.02.2024
Volkswagen Golf 7,63000,Volkswagen,Coupé,Essence,5,Manuelle,98000,12.2018,24.02.2024
Dacia Dokker Van,30000,Dacia,Utilitaire,Diesel,6,Manuelle,155000,05.2019,24.02.2024
Ford Fiesta,24000,Ford,Citadine,Essence,5,Manuelle,163000,01.2011,24.02.2024
Ford Focus,30000,Ford,Citadine,Essence,6,Manuelle,198000,10.2010,24.02.2024
Toyota RAV 4,83000,Toyota,SUV/4x4,Essence,9,Automatique,129000,10.2016,08.02.2024
Hyundai Santa Fe,188000,Hyundai,SUV/4x4,Hybride essence,12,Automatique,12000,03.2022,09.02.2024
Toyota RAV 4 Hybride SUV,121000,Toyota,SUV/4x4,Hybride essence,9,Automatique,18000,03.2022,09.02.2024
Fiat Doblo,26000,Fiat,Utilitaire,Diesel,5,Manuelle,115000,12.2017,09.02.2024
Renault Clio 4 Life Plus,42000,Renault,Citadine,Essence,5,Manuelle,75000,09.2017,09.02.2024
Renault Twingo,29900,Renault,Citadine,Essence,4,Manuelle,80000,04.2013,09.02.2024
Great Wall M4,38700,Great Wall,SUV/4x4,Essence,6,Manuelle,88750,09.2017,09.02.2024
Mercedes-Benz Classe B,67500,Mercedes,Monospace,Diesel,5,Automatique,109000,06.2014,09.02.2024
Audi A4,51000,Audi,Berline,Diesel,8,Automatique,230000,12.2012,09.02.2024
Renault Kadjar toute option,82000,Renault,SUV/4x4,Essence,7,Automatique,100000,05.2018,09.02.2024
Audi A3 Berline Tsi 1.2,70000,Audi,Berline,Essence,6,Manuelle,94000,12.2016,09.02.2024
KIA Sportage,105000,KIA,SUV/4x4,Essence,8,Automatique,30000,09.2020,09.02.2024
Chery Arrizo 3,39000,Chery,Berline,Essence,6,Manuelle,44000,10.2020,02.02.2024
Haval H6,85000,Haval,SUV/4x4,Essence,9,Automatique,66000,03.2019,02.02.2024
Toyota Yaris Sedan,37000,Toyota,Berline,Essence,5,Manuelle,177000,01.2019,08.02.2024
Land Rover Range Rover Sport autobiography,275000,Land Rover,SUV/4x4,Diesel,16,Automatique,95000,06.2017,08.02.2024
BMW Série 5 kit m,82000,BMW,Berline,Diesel,10,Automatique,196000,11.2011,08.02.2024
Mercedes-Benz Classe C 200d,114000,Mercedes,Berline,Diesel,6,Manuelle,160000,01.2018,08.02.2024
Volkswagen Golf 7 trendline,50000,Volkswagen,Citadine,Essence,5,Manuelle,147000,06.2016,08.02.2024
Fiat 500 full,42000,Fiat,Coupé,Essence,4,Manuelle,57000,11.2016,08.02.2024
Mercedes-Benz CLS 250 AMG,91900,Mercedes,Berline,Diesel,11,Automatique,265000,01.2013,08.02.2024
Audi A4 Full option,60000,Audi,Berline,Diesel,8,Automatique,219000,01.2014,04.02.2024
Mini 5 portes,60000,Mini,Citadine,Essence,4,Automatique,156000,08.2015,04.02.2024
Ford Focus 1.0 L ECOBOOST,55000,Ford,Berline,Essence,6,Manuelle,82000,12.2018,05.02.2024
Volkswagen Polo Sedan,41900,Volkswagen,Berline,Essence,5,Manuelle,128000,05.2016,05.02.2024
Peugeot 208 Nouveau,30000,Peugeot,Citadine,Essence,5,Manuelle,90000,05.2017,05.02.2024
Seat Ibiza Xcellence,65000,Seat,Citadine,Essence,4,Manuelle,29000,04.2021,05.02.2024
Fiat Doblo,45000,Fiat,Utilitaire,Diesel,5,Automatique,55000,09.2021,05.02.2024
KIA Sorento,57000,KIA,SUV/4x4,Diesel,12,Automatique,315000,03.2013,05.02.2024
Porsche Cayenne GTS,109000,Porsche,SUV/4x4,Essence,33,Automatique,147000,09.2010,05.02.2024
Chery Tiggo 7 Pro,82000,Chery,SUV/4x4,Essence,9,Automatique,35000,02.2022,05.02.2024
Volkswagen Golf 7 1.2 boîte automatique,65000,Volkswagen,Coupé,Essence,6,Automatique,48000,12.2018,05.02.2024
Mercedes-Benz CLA 180 D,107000,Mercedes,Berline,Diesel,5,Manuelle,124600,12.2015,05.02.2024
Ssangyong Rexton,58000,Ssangyong,SUV/4x4,Diesel,10,Automatique,260000,12.2014,26.02.2024
Ford Focus,22500,Ford,Berline,Essence,6,Manuelle,260000,03.2006,12.02.2024
BMW Série 3,183000,BMW,Berline,Essence,9,Automatique,70000,09.2021,26.02.2024
BMW Série 3,160000,BMW,Berline,Essence,10,Automatique,97000,01.2020,26.02.2024
KIA XCeed,112000,KIA,Compacte,Essence,9,Automatique,15000,04.2022,26.02.2024
KIA Sportage GT LINE,118000,KIA,Autres,Essence,7,Automatique,67000,06.2019,26.02.2024
KIA Picanto,56500,KIA,Autres,Essence,4,Automatique,5000,10.2023,26.02.2024
Mercedes-Benz Classe C,108000,Mercedes,Berline,Essence,8,Automatique,139000,02.2016,26.02.2024
Mercedes-Benz ML,110000,Mercedes,SUV/4x4,Diesel,12,Automatique,231000,06.2010,26.02.2024
Land Rover Range Rover Sport,240000,Land Rover,SUV/4x4,Diesel,19,Automatique,114000,09.2015,26.02.2024
Mercedes-Benz Classe C,120000,Mercedes,Berline,Diesel,9,Automatique,130000,04.2014,26.02.2024
KIA Sportage,115000,KIA,SUV/4x4,Essence,11,Automatique,93000,12.2019,26.02.2024
BMW Série 6 630i,90000,BMW,Coupé,Essence,17,Automatique,170000,10.2009,03.02.2024
Volkswagen Passat BLUE MOTION,68000,Volkswagen,Berline,Essence,7,Manuelle,130000,01.2016,03.02.2024
KIA Sportage Crdi 1.7 diesel premium bvm,91000,KIA,SUV/4x4,Diesel,6,Manuelle,75600,02.2019,03.02.2024
Peugeot 3008,88000,Peugeot,Berline,Diesel,6,Automatique,130000,03.2017,04.02.2024
Volkswagen Golf 7,56000,Volkswagen,Autres,Essence,5,Manuelle,196000,04.2014,04.02.2024
Ford Focus Titanium,43500,Ford,Coupé,Essence,6,Manuelle,140000,01.2016,04.02.2024
Renault Captur,55000,Renault,SUV/4x4,Essence,5,Manuelle,92000,11.2019,04.02.2024
KIA Rio 5p Sx,57000,KIA,Citadine,Essence,5,Manuelle,26000,10.2019,26.02.2024
Skoda Octavia,47000,Skoda,Berline,Essence,6,Automatique,160000,02.2017,26.02.2024
Mazda MX-5,160000,Mazda,Coupé,Essence,10,Automatique,10000,01.2023,26.02.2024
Land Rover Range Rover Velar,240000,Land Rover,SUV/4x4,Essence,16,Automatique,84000,01.2018,26.02.2024
Mercedes-Benz ML,95000,Mercedes,SUV/4x4,Diesel,15,Automatique,110000,10.2009,26.02.2024
Ford Fiesta,28000,Ford,Citadine,Essence,5,Manuelle,110000,10.2012,26.02.2024
BMW Série 4 Coupé,135000,BMW,Coupé,Essence,14,Automatique,130000,10.2014,26.02.2024
Hyundai Grand i10 Sedan,52000,Hyundai,Berline,Essence,5,Manuelle,20000,10.2022,26.02.2024
BMW X1,115000,BMW,SUV/4x4,Essence,7,Automatique,106000,06.2017,26.02.2024
Jaguar XF,125000,Jaguar,Autres,Essence,15,Automatique,160000,05.2014,26.02.2024
BMW X5,46000,BMW,Autres,Diesel,13,Automatique,200000,06.2003,26.02.2024
Ssangyong Korando,85000,Ssangyong,SUV/4x4,Essence,9,Manuelle,69000,10.2021,26.02.2024
Renault Megane Sedan,68500,Renault,Berline,Essence,7,Manuelle,35000,06.2019,12.02.2024
DS 3 Chromatique,38900,DS,Compacte,Essence,5,Manuelle,68400,02.2017,12.02.2024
Volkswagen Golf 7,65000,Volkswagen,Citadine,Essence,5,Manuelle,99000,04.2018,12.02.2024
Mercedes-Benz Classe C Kit AMG,60000,Mercedes,Berline,Essence,9,Automatique,210000,11.2009,12.02.2024
Hyundai i10,36000,Hyundai,Citadine,Essence,5,Automatique,131000,03.2018,12.02.2024
Peugeot 301 Comfort,21000,Peugeot,Compacte,Essence,5,Manuelle,180000,12.2014,12.02.2024
Jeep Renegade Rouge,68000,Jeep,SUV/4x4,Essence,6,Manuelle,124000,08.2017,12.02.2024
Mercedes-Benz Classe C 180 AMG,120000,Mercedes,Berline,Diesel,6,Automatique,95000,04.2019,12.02.2024
Renault Megane 2 importé,18000,Renault,Berline,Diesel,5,Manuelle,297000,10.2007,12.02.2024
Nissan Juke,39500,Nissan,Utilitaire,Essence,7,Manuelle,272000,02.2013,12.02.2024
Mazda 3 sedan,52000,Mazda,Berline,Essence,6,Manuelle,120000,09.2017,13.02.2024
Volkswagen Golf 7 bon etat,40000,Volkswagen,Berline,Essence,5,Manuelle,160000,01.2013,13.02.2024
BMW Série 5 Luxury,170000,BMW,Berline,Essence,10,Automatique,94000,08.2019,07.02.2024
Toyota Yaris Sedan,45000,Toyota,Berline,Essence,5,Manuelle,119000,11.2017,07.02.2024
Peugeot 301,23500,Peugeot,Berline,Essence,5,Manuelle,149200,09.2013,07.02.2024
Peugeot 3008 GT LINE,79000,Peugeot,SUV/4x4,Essence,9,Automatique,97000,12.2019,07.02.2024
BMW Série 7,220000,BMW,Berline,Diesel,15,Automatique,186000,01.2016,07.02.2024
Mercedes-Benz Classe C Elegance,52000,Mercedes,Berline,Diesel,7,Automatique,247000,06.2010,27.01.2024
Mazda B series,26000,Mazda,Pick up,Diesel,12,Manuelle,420000,03.2005,27.01.2024
KIA Picanto,35000,KIA,Citadine,Essence,4,Manuelle,68000,05.2018,28.01.2024
Fiat Fiorino,41000,Fiat,Utilitaire,Diesel,6,Manuelle,43500,05.2022,13.02.2024
